"Latitude","Longitude"
"18.599203733242","73.892302277486"
"18.585466647787","73.895030852901"
"18.593330856104","73.898567886944"
"18.601620669945","73.896456926883"
"18.587984076764","73.902192261001"
"18.593750691033","73.89969158386"
"18.593867613791","73.901712339734"
"18.594200613585","73.895126622255"
"18.598509696424","73.895447613394"
"18.592171186406","73.890265339488"
"18.590082456123","73.891429395745"
"18.594975368377","73.896521377549"
"18.594183375276","73.898222323633"
"18.589661285859","73.894131929714"
"18.592947668674","73.906523946132"
"18.594622640396","73.888882633507"
"18.597623277434","73.895604239889"
"18.60150223916","73.894378056351"
"18.602649272512","73.899453972927"
"18.591244572939","73.898342618343"
"18.600846108393","73.898082890375"
"18.569556018095","73.902746653167"
"18.5636199239","73.907946860984"
"18.559898919676","73.907700124685"
"18.567729503699","73.896666405045"
"18.560753795333","73.898014313941"
"18.564020041938","73.909176800336"
"18.560730241691","73.89535276035"
"18.572456945772","73.90559492345"
"18.571007606213","73.897863300654"
"18.573291435292","73.904042893741"
"18.560439525171","73.902530937995"
"18.57114615405","73.89686271769"
"18.571308681948","73.901466552065"
"18.565679416155","73.908381428581"
"18.570344599457","73.910410155971"
"18.573264613057","73.907464207588"
"18.55997686724","73.905021627125"
"18.559390391485","73.900012378482"
"18.565415660429","73.894240843954"
"18.561484642123","73.909785453002"
"18.564852406826","73.909780616721"
"18.568523425996","73.901366845681"
"18.569844416556","73.898795725835"
"18.564048420351","73.899684433015"
"18.564191773112","73.897179765587"
"18.573921554679","73.906184981296"
"18.558954506102","73.904171366281"
"18.560872494139","73.901044478515"
"18.57444669507","73.916595242043"
"18.571515902478","73.907929966531"
"18.559521908334","73.911814141084"
"18.562336265977","73.910393624858"
"18.558890227339","73.912007983311"
"18.559803265886","73.906434154242"
"18.564024568074","73.908274768745"
"18.574213159602","73.911362019457"
"18.559963875203","73.917629563001"
"18.5700282863","73.916861668001"
"18.566937676898","73.915263187112"
"18.566172951065","73.910362485506"
"18.569643355182","73.919004979945"
"18.568837398797","73.920374765316"
"18.569684983014","73.91011519344"
"18.566105429812","73.911977480095"
"18.57368726325","73.911682814643"
"18.561935223108","73.909380518915"
"18.572931603982","73.908339001875"
"18.566430653246","73.909945006659"
"18.566144905835","73.917188072643"
"18.567377022499","73.918431868625"
"18.57329205405","73.912368226571"
"18.571407927301","73.905654873093"
"18.569644497738","73.905389237022"
"18.558652475934","73.913757438868"
"18.571215383112","73.913140629788"
"18.566269927325","73.917992496358"
"18.5570740817","73.94032532773"
"18.549791041389","73.93031427217"
"18.549681165784","73.943220484101"
"18.548872278736","73.936052267794"
"18.553895882923","73.942812511551"
"18.549383344913","73.929621233038"
"18.547301924804","73.926459047979"
"18.545589703621","73.927433404058"
"18.549618951241","73.936656601092"
"18.545261669372","73.930881931152"
"18.54394770031","73.937726039579"
"18.551227518176","73.939712674729"
"18.542504377128","73.932869928832"
"18.548725478172","73.941019373696"
"18.547276876072","73.928482014135"
"18.554619066407","73.942336346547"
"18.742395511753","73.65043412667"
"18.730985030034","73.641712305934"
"18.733625396884","73.63989130366"
"18.738176371431","73.642747614927"
"18.732260979306","73.643566996945"
"18.738805251033","73.639178530373"
"18.739780237965","73.64437174393"
"18.741479355959","73.633873099168"
"18.736037684819","73.6509487475"
"18.735161376408","73.639814785987"
"18.740904717365","73.65048107868"
"18.744355152523","73.642635239529"
"18.7412479586","73.645953418147"
"18.739827189635","73.64955839758"
"18.732617150393","73.645508245135"
"18.737385189305","73.650349111421"
"18.554668071454","73.907090827448"
"18.561918713309","73.913778357626"
"18.55808384869","73.9133357456"
"18.556521880286","73.909503839252"
"18.547320792042","73.916751732424"
"18.562108188871","73.910730199654"
"18.550658710755","73.905511914802"
"18.553368529791","73.906552898496"
"18.547722422107","73.905973949545"
"18.559449730417","73.906856997826"
"18.559941278066","73.912227663593"
"18.54778597668","73.913067109096"
"18.555390930526","73.902800141839"
"18.552327216621","73.909815145133"
"18.559777335306","73.903940915867"
"18.551325174155","73.903900895453"
"18.550354298415","73.907826243068"
"18.554327683566","73.90962948035"
"18.549093542687","73.905085082803"
"18.55746064588","73.907929767866"
"18.556737217307","73.913650970716"
"18.553804794128","73.916030026784"
"18.556184246449","73.91393649227"
"18.547440510418","73.908622447393"
"18.549181751661","73.906022890331"
"18.549473655746","73.904154596112"
"18.550750074637","73.918193840401"
"18.554756356676","73.905299627191"
"18.550466599874","73.910485905154"
"18.548960978932","73.904114796011"
"18.554486911474","73.915812469756"
"18.556309459469","73.915756497172"
"18.555675310684","73.919014289327"
"8.5457649606915","73.905164087565"
"8.5399597433895","73.905708680102"
"8.5437854815098","73.911455245143"
"8.5473528289454","73.909160784579"
"8.5402525517625","73.905650734814"
"8.5464410204233","73.900553467092"
"8.5518731307788","73.908130535056"
"8.5513953322367","73.900480431628"
"8.549304348234","73.909627195214"
"8.5463987697757","73.8949941561"
"8.5423651684887","73.899111798083"
"8.5509019239861","73.898612879321"
"8.5485033510873","73.900551921384"
"8.5402411295813","73.908362425478"
"8.5531256234945","73.897862735725"
"8.5377747929619","73.905754117517"
"8.549469586798","73.909380370934"
"8.5533912945885","73.898205465146"
"8.5525187935349","73.902396143112"
"8.5459279319189","73.910945779718"
"8.5541214853153","73.904722050941"
"8.5413151741611","73.898290914149"
"8.5502813050477","73.906533179116"
"8.5474510392548","73.908780245478"
"8.53961827882","73.899467903652"
"8.5547587708251","73.902749516026"
"8.5387608450734","73.907799398582"
"8.5420369895772","73.896353250407"
"8.5439118627594","73.909008568349"
"18.589137060378","73.881108632543"
"18.589656991462","73.881756498713"
"18.585559181362","73.882971419687"
"18.595293610466","73.873657935424"
"18.584281454491","73.868688074226"
"18.583981728032","73.874511486614"
"18.595100771933","73.877199326361"
"18.587476022974","73.875562575863"
"18.583849622849","73.870464964015"
"18.586321269268","73.877261867144"
"18.596934403403","73.876441713766"
"18.592689723738","73.878050631075"
"18.583597166745","73.874177547415"
"18.584585680565","73.87666821211"
"18.580548144162","73.871131968025"
"18.584576646285","73.880401149763"
"18.589374292204","73.882644112342"
"18.583061390929","73.875709136507"
"18.591489233898","73.879349256185"
"18.592771171624","73.873366627671"
"18.586165688324","73.87001672643"
"18.59058564111","73.875028534825"
"18.553817655633","73.881332150329"
"18.552329726246","73.879632727176"
"18.562021462509","73.879557987816"
"18.560613285644","73.882052187578"
"18.56274124541","73.871777909658"
"18.562248723751","73.88178773286"
